pair_id,condition_id,pair_type,source,failure_type,template,camera_motion,winner_visual_quality,loser_visual_quality,background_stability_winner,background_stability_loser,camera_following_winner,camera_following_loser,foreground_identity_winner,foreground_identity_loser,object_deformation_winner,object_deformation_loser,physical_event_winner,physical_event_loser,reobserve_winner,reobserve_loser,too_subtle,too_artificial,too_easy,too_hard,too_blurry,too_collapsed,winner_bad,medium_hard,human_visible,is_dpo_ready,written_reason,reviewer,reviewed,contact_sheet_path
v11_SYN_0380_01002_drop_orbit_left_72_seed40002_object_duplicate_or_fragment,01002_drop_orbit_left_72_seed40002,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment,drop,orbit_left_72,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0380_01002_drop_orbit_left_72_seed40002_object_duplicate_or_fragment.jpg
v11_SYN_0381_01002_drop_orbit_left_72_seed40002_local_scene_patch_drift,01002_drop_orbit_left_72_seed40002,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift,drop,orbit_left_72,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0381_01002_drop_orbit_left_72_seed40002_local_scene_patch_drift.jpg
v11_SYN_0382_01002_drop_orbit_left_72_seed40002_object_identity_color_shift,01002_drop_orbit_left_72_seed40002,TypeM_v11_synthetic_visible,synthetic_controlled,object_identity_color_shift,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard object_identity_color_shift; loser remains readable, reward_margin=0.167, sharpness_ratio=0.991, mean_absdiff=2.28, local_absdiff=11.72.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0382_01002_drop_orbit_left_72_seed40002_object_identity_color_shift.jpg
v11_SYN_0383_01002_drop_orbit_left_72_seed40002_partial_freeze_foreground,01002_drop_orbit_left_72_seed40002,TypeM_v11_synthetic_visible,synthetic_controlled,partial_freeze_foreground,drop,orbit_left_72,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0383_01002_drop_orbit_left_72_seed40002_partial_freeze_foreground.jpg
v11_SYN_0384_01002_drop_orbit_left_72_seed40002_wrong_camera_motion_visible,01002_drop_orbit_left_72_seed40002,TypeM_v11_synthetic_visible,synthetic_controlled,wrong_camera_motion_visible,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard wrong_camera_motion_visible; loser remains readable, reward_margin=0.120, sharpness_ratio=0.992, mean_absdiff=1.94, local_absdiff=6.50.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0384_01002_drop_orbit_left_72_seed40002_wrong_camera_motion_visible.jpg
v11_SYN_0385_01008_drop_orbit_left_72_seed40008_drop_motion_failure_synthetic,01008_drop_orbit_left_72_seed40008,TypeM_v11_synthetic_visible,synthetic_controlled,drop_motion_failure_synthetic,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard drop_motion_failure_synthetic; loser remains readable, reward_margin=0.174, sharpness_ratio=0.985, mean_absdiff=2.54, local_absdiff=12.18.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0385_01008_drop_orbit_left_72_seed40008_drop_motion_failure_synthetic.jpg
v11_SYN_0386_01008_drop_orbit_left_72_seed40008_object_duplicate_or_fragment,01008_drop_orbit_left_72_seed40008,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard object_duplicate_or_fragment; loser remains readable, reward_margin=0.120, sharpness_ratio=1.012, mean_absdiff=2.18, local_absdiff=6.29.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0386_01008_drop_orbit_left_72_seed40008_object_duplicate_or_fragment.jpg
v11_SYN_0387_01008_drop_orbit_left_72_seed40008_local_scene_patch_drift,01008_drop_orbit_left_72_seed40008,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard local_scene_patch_drift; loser remains readable, reward_margin=0.120, sharpness_ratio=0.983, mean_absdiff=2.13, local_absdiff=7.21.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0387_01008_drop_orbit_left_72_seed40008_local_scene_patch_drift.jpg
v11_SYN_0388_01008_drop_orbit_left_72_seed40008_object_identity_color_shift,01008_drop_orbit_left_72_seed40008,TypeM_v11_synthetic_visible,synthetic_controlled,object_identity_color_shift,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard object_identity_color_shift; loser remains readable, reward_margin=0.201, sharpness_ratio=0.997, mean_absdiff=2.42, local_absdiff=14.09.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0388_01008_drop_orbit_left_72_seed40008_object_identity_color_shift.jpg
v11_SYN_0389_01008_drop_orbit_left_72_seed40008_partial_freeze_foreground,01008_drop_orbit_left_72_seed40008,TypeM_v11_synthetic_visible,synthetic_controlled,partial_freeze_foreground,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard partial_freeze_foreground; loser remains readable, reward_margin=0.150, sharpness_ratio=0.996, mean_absdiff=2.41, local_absdiff=10.49.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0389_01008_drop_orbit_left_72_seed40008_partial_freeze_foreground.jpg
v11_SYN_0390_01008_drop_orbit_left_72_seed40008_wrong_camera_motion_visible,01008_drop_orbit_left_72_seed40008,TypeM_v11_synthetic_visible,synthetic_controlled,wrong_camera_motion_visible,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard wrong_camera_motion_visible; loser remains readable, reward_margin=0.120, sharpness_ratio=0.989, mean_absdiff=2.32, local_absdiff=7.91.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0390_01008_drop_orbit_left_72_seed40008_wrong_camera_motion_visible.jpg
v11_SYN_0391_01013_drop_orbit_left_72_seed40013_drop_motion_failure_synthetic,01013_drop_orbit_left_72_seed40013,TypeM_v11_synthetic_visible,synthetic_controlled,drop_motion_failure_synthetic,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard drop_motion_failure_synthetic; loser remains readable, reward_margin=0.174, sharpness_ratio=0.987, mean_absdiff=2.27, local_absdiff=12.17.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0391_01013_drop_orbit_left_72_seed40013_drop_motion_failure_synthetic.jpg
v11_SYN_0392_01013_drop_orbit_left_72_seed40013_object_duplicate_or_fragment,01013_drop_orbit_left_72_seed40013,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment,drop,orbit_left_72,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0392_01013_drop_orbit_left_72_seed40013_object_duplicate_or_fragment.jpg
v11_SYN_0393_01013_drop_orbit_left_72_seed40013_local_scene_patch_drift,01013_drop_orbit_left_72_seed40013,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard local_scene_patch_drift; loser remains readable, reward_margin=0.156, sharpness_ratio=0.984, mean_absdiff=2.44, local_absdiff=10.91.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0393_01013_drop_orbit_left_72_seed40013_local_scene_patch_drift.jpg
v11_SYN_0394_01013_drop_orbit_left_72_seed40013_object_identity_color_shift,01013_drop_orbit_left_72_seed40013,TypeM_v11_synthetic_visible,synthetic_controlled,object_identity_color_shift,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard object_identity_color_shift; loser remains readable, reward_margin=0.138, sharpness_ratio=0.998, mean_absdiff=2.28, local_absdiff=9.65.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0394_01013_drop_orbit_left_72_seed40013_object_identity_color_shift.jpg
v11_SYN_0395_01013_drop_orbit_left_72_seed40013_partial_freeze_foreground,01013_drop_orbit_left_72_seed40013,TypeM_v11_synthetic_visible,synthetic_controlled,partial_freeze_foreground,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard partial_freeze_foreground; loser remains readable, reward_margin=0.196, sharpness_ratio=1.005, mean_absdiff=2.68, local_absdiff=13.74.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0395_01013_drop_orbit_left_72_seed40013_partial_freeze_foreground.jpg
v11_SYN_0396_01013_drop_orbit_left_72_seed40013_wrong_camera_motion_visible,01013_drop_orbit_left_72_seed40013,TypeM_v11_synthetic_visible,synthetic_controlled,wrong_camera_motion_visible,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard wrong_camera_motion_visible; loser remains readable, reward_margin=0.120, sharpness_ratio=0.978, mean_absdiff=2.13, local_absdiff=5.51.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0396_01013_drop_orbit_left_72_seed40013_wrong_camera_motion_visible.jpg
v11_SYN_0397_01014_drop_orbit_left_72_seed40014_drop_motion_failure_synthetic,01014_drop_orbit_left_72_seed40014,TypeM_v11_synthetic_visible,synthetic_controlled,drop_motion_failure_synthetic,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard drop_motion_failure_synthetic; loser remains readable, reward_margin=0.163, sharpness_ratio=0.992, mean_absdiff=2.18, local_absdiff=11.42.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0397_01014_drop_orbit_left_72_seed40014_drop_motion_failure_synthetic.jpg
v11_SYN_0398_01014_drop_orbit_left_72_seed40014_object_duplicate_or_fragment,01014_drop_orbit_left_72_seed40014,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard object_duplicate_or_fragment; loser remains readable, reward_margin=0.120, sharpness_ratio=1.005, mean_absdiff=2.24, local_absdiff=7.58.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0398_01014_drop_orbit_left_72_seed40014_object_duplicate_or_fragment.jpg
v11_SYN_0399_01014_drop_orbit_left_72_seed40014_local_scene_patch_drift,01014_drop_orbit_left_72_seed40014,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard local_scene_patch_drift; loser remains readable, reward_margin=0.150, sharpness_ratio=0.979, mean_absdiff=2.41, local_absdiff=10.53.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0399_01014_drop_orbit_left_72_seed40014_local_scene_patch_drift.jpg
v11_SYN_0400_01014_drop_orbit_left_72_seed40014_object_identity_color_shift,01014_drop_orbit_left_72_seed40014,TypeM_v11_synthetic_visible,synthetic_controlled,object_identity_color_shift,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard object_identity_color_shift; loser remains readable, reward_margin=0.122, sharpness_ratio=0.997, mean_absdiff=2.29, local_absdiff=8.54.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0400_01014_drop_orbit_left_72_seed40014_object_identity_color_shift.jpg
v11_SYN_0401_01014_drop_orbit_left_72_seed40014_partial_freeze_foreground,01014_drop_orbit_left_72_seed40014,TypeM_v11_synthetic_visible,synthetic_controlled,partial_freeze_foreground,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard partial_freeze_foreground; loser remains readable, reward_margin=0.120, sharpness_ratio=0.997, mean_absdiff=2.17, local_absdiff=7.39.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0401_01014_drop_orbit_left_72_seed40014_partial_freeze_foreground.jpg
v11_SYN_0402_01014_drop_orbit_left_72_seed40014_wrong_camera_motion_visible,01014_drop_orbit_left_72_seed40014,TypeM_v11_synthetic_visible,synthetic_controlled,wrong_camera_motion_visible,drop,orbit_left_72,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0402_01014_drop_orbit_left_72_seed40014_wrong_camera_motion_visible.jpg
v11_SYN_0403_01026_drop_orbit_left_72_seed40026_drop_motion_failure_synthetic,01026_drop_orbit_left_72_seed40026,TypeM_v11_synthetic_visible,synthetic_controlled,drop_motion_failure_synthetic,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard drop_motion_failure_synthetic; loser remains readable, reward_margin=0.225, sharpness_ratio=0.992, mean_absdiff=2.29, local_absdiff=15.74.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0403_01026_drop_orbit_left_72_seed40026_drop_motion_failure_synthetic.jpg
v11_SYN_0404_01026_drop_orbit_left_72_seed40026_object_duplicate_or_fragment,01026_drop_orbit_left_72_seed40026,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard object_duplicate_or_fragment; loser remains readable, reward_margin=0.120, sharpness_ratio=1.008, mean_absdiff=1.97, local_absdiff=5.56.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0404_01026_drop_orbit_left_72_seed40026_object_duplicate_or_fragment.jpg
v11_SYN_0405_01026_drop_orbit_left_72_seed40026_local_scene_patch_drift,01026_drop_orbit_left_72_seed40026,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift,drop,orbit_left_72,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0405_01026_drop_orbit_left_72_seed40026_local_scene_patch_drift.jpg
v11_SYN_0406_01026_drop_orbit_left_72_seed40026_object_identity_color_shift,01026_drop_orbit_left_72_seed40026,TypeM_v11_synthetic_visible,synthetic_controlled,object_identity_color_shift,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard object_identity_color_shift; loser remains readable, reward_margin=0.263, sharpness_ratio=0.994, mean_absdiff=2.40, local_absdiff=18.38.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0406_01026_drop_orbit_left_72_seed40026_object_identity_color_shift.jpg
v11_SYN_0407_01026_drop_orbit_left_72_seed40026_partial_freeze_foreground,01026_drop_orbit_left_72_seed40026,TypeM_v11_synthetic_visible,synthetic_controlled,partial_freeze_foreground,drop,orbit_left_72,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0407_01026_drop_orbit_left_72_seed40026_partial_freeze_foreground.jpg
v11_SYN_0408_01026_drop_orbit_left_72_seed40026_wrong_camera_motion_visible,01026_drop_orbit_left_72_seed40026,TypeM_v11_synthetic_visible,synthetic_controlled,wrong_camera_motion_visible,drop,orbit_left_72,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0408_01026_drop_orbit_left_72_seed40026_wrong_camera_motion_visible.jpg
v11_SYN_0409_01029_drop_orbit_left_72_seed40029_drop_motion_failure_synthetic,01029_drop_orbit_left_72_seed40029,TypeM_v11_synthetic_visible,synthetic_controlled,drop_motion_failure_synthetic,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard drop_motion_failure_synthetic; loser remains readable, reward_margin=0.125, sharpness_ratio=0.988, mean_absdiff=2.39, local_absdiff=8.73.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0409_01029_drop_orbit_left_72_seed40029_drop_motion_failure_synthetic.jpg
v11_SYN_0410_01029_drop_orbit_left_72_seed40029_object_duplicate_or_fragment,01029_drop_orbit_left_72_seed40029,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment,drop,orbit_left_72,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0410_01029_drop_orbit_left_72_seed40029_object_duplicate_or_fragment.jpg
v11_SYN_0411_01029_drop_orbit_left_72_seed40029_local_scene_patch_drift,01029_drop_orbit_left_72_seed40029,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift,drop,orbit_left_72,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0411_01029_drop_orbit_left_72_seed40029_local_scene_patch_drift.jpg
v11_SYN_0412_01029_drop_orbit_left_72_seed40029_object_identity_color_shift,01029_drop_orbit_left_72_seed40029,TypeM_v11_synthetic_visible,synthetic_controlled,object_identity_color_shift,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard object_identity_color_shift; loser remains readable, reward_margin=0.340, sharpness_ratio=0.996, mean_absdiff=2.59, local_absdiff=23.81.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0412_01029_drop_orbit_left_72_seed40029_object_identity_color_shift.jpg
v11_SYN_0413_01029_drop_orbit_left_72_seed40029_partial_freeze_foreground,01029_drop_orbit_left_72_seed40029,TypeM_v11_synthetic_visible,synthetic_controlled,partial_freeze_foreground,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard partial_freeze_foreground; loser remains readable, reward_margin=0.183, sharpness_ratio=0.998, mean_absdiff=2.40, local_absdiff=12.80.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0413_01029_drop_orbit_left_72_seed40029_partial_freeze_foreground.jpg
v11_SYN_0414_01029_drop_orbit_left_72_seed40029_wrong_camera_motion_visible,01029_drop_orbit_left_72_seed40029,TypeM_v11_synthetic_visible,synthetic_controlled,wrong_camera_motion_visible,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard wrong_camera_motion_visible; loser remains readable, reward_margin=0.129, sharpness_ratio=0.982, mean_absdiff=2.24, local_absdiff=9.03.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0414_01029_drop_orbit_left_72_seed40029_wrong_camera_motion_visible.jpg
v11_SYN_0415_01032_drop_orbit_left_72_seed40032_drop_motion_failure_synthetic,01032_drop_orbit_left_72_seed40032,TypeM_v11_synthetic_visible,synthetic_controlled,drop_motion_failure_synthetic,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard drop_motion_failure_synthetic; loser remains readable, reward_margin=0.138, sharpness_ratio=0.991, mean_absdiff=2.11, local_absdiff=9.64.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0415_01032_drop_orbit_left_72_seed40032_drop_motion_failure_synthetic.jpg
v11_SYN_0416_01032_drop_orbit_left_72_seed40032_object_duplicate_or_fragment,01032_drop_orbit_left_72_seed40032,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment,drop,orbit_left_72,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0416_01032_drop_orbit_left_72_seed40032_object_duplicate_or_fragment.jpg
v11_SYN_0417_01032_drop_orbit_left_72_seed40032_local_scene_patch_drift,01032_drop_orbit_left_72_seed40032,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard local_scene_patch_drift; loser remains readable, reward_margin=0.120, sharpness_ratio=0.987, mean_absdiff=2.02, local_absdiff=6.02.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0417_01032_drop_orbit_left_72_seed40032_local_scene_patch_drift.jpg
v11_SYN_0418_01032_drop_orbit_left_72_seed40032_object_identity_color_shift,01032_drop_orbit_left_72_seed40032,TypeM_v11_synthetic_visible,synthetic_controlled,object_identity_color_shift,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard object_identity_color_shift; loser remains readable, reward_margin=0.120, sharpness_ratio=0.996, mean_absdiff=1.96, local_absdiff=4.73.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0418_01032_drop_orbit_left_72_seed40032_object_identity_color_shift.jpg
v11_SYN_0419_01032_drop_orbit_left_72_seed40032_partial_freeze_foreground,01032_drop_orbit_left_72_seed40032,TypeM_v11_synthetic_visible,synthetic_controlled,partial_freeze_foreground,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard partial_freeze_foreground; loser remains readable, reward_margin=0.165, sharpness_ratio=0.998, mean_absdiff=2.43, local_absdiff=11.53.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0419_01032_drop_orbit_left_72_seed40032_partial_freeze_foreground.jpg
v11_SYN_0420_01032_drop_orbit_left_72_seed40032_wrong_camera_motion_visible,01032_drop_orbit_left_72_seed40032,TypeM_v11_synthetic_visible,synthetic_controlled,wrong_camera_motion_visible,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard wrong_camera_motion_visible; loser remains readable, reward_margin=0.120, sharpness_ratio=0.986, mean_absdiff=2.08, local_absdiff=7.06.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0420_01032_drop_orbit_left_72_seed40032_wrong_camera_motion_visible.jpg
v11_SYN_0421_01038_drop_orbit_left_72_seed40038_drop_motion_failure_synthetic,01038_drop_orbit_left_72_seed40038,TypeM_v11_synthetic_visible,synthetic_controlled,drop_motion_failure_synthetic,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard drop_motion_failure_synthetic; loser remains readable, reward_margin=0.164, sharpness_ratio=0.989, mean_absdiff=2.26, local_absdiff=11.47.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0421_01038_drop_orbit_left_72_seed40038_drop_motion_failure_synthetic.jpg
v11_SYN_0422_01038_drop_orbit_left_72_seed40038_object_duplicate_or_fragment,01038_drop_orbit_left_72_seed40038,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment,drop,orbit_left_72,2,0,2,1,2,1,2,1,2,1,2,1,2,1,True,False,False,False,False,False,False,False,False,False,Rejected after contact-sheet audit: too subtle,codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0422_01038_drop_orbit_left_72_seed40038_object_duplicate_or_fragment.jpg
v11_SYN_0423_01038_drop_orbit_left_72_seed40038_local_scene_patch_drift,01038_drop_orbit_left_72_seed40038,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard local_scene_patch_drift; loser remains readable, reward_margin=0.120, sharpness_ratio=0.991, mean_absdiff=2.17, local_absdiff=7.52.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0423_01038_drop_orbit_left_72_seed40038_local_scene_patch_drift.jpg
v11_SYN_0424_01038_drop_orbit_left_72_seed40038_object_identity_color_shift,01038_drop_orbit_left_72_seed40038,TypeM_v11_synthetic_visible,synthetic_controlled,object_identity_color_shift,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard object_identity_color_shift; loser remains readable, reward_margin=0.120, sharpness_ratio=0.998, mean_absdiff=2.19, local_absdiff=5.86.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0424_01038_drop_orbit_left_72_seed40038_object_identity_color_shift.jpg
v11_SYN_0425_01038_drop_orbit_left_72_seed40038_partial_freeze_foreground,01038_drop_orbit_left_72_seed40038,TypeM_v11_synthetic_visible,synthetic_controlled,partial_freeze_foreground,drop,orbit_left_72,2,1,2,1,2,1,2,1,2,1,2,1,2,1,False,False,False,False,False,False,False,True,True,True,"Contact sheet reviewed: visible medium-hard partial_freeze_foreground; loser remains readable, reward_margin=0.163, sharpness_ratio=1.001, mean_absdiff=2.28, local_absdiff=11.39.",codex,True,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_0425_01038_drop_orbit_left_72_seed40038_partial_freeze_foreground.jpg
