sample_id,clip_path,template,camera_id,seed
02340_collision_orbit_right_64_seed41340,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02340_collision_orbit_right_64_seed41340,collision,orbit_right_64,41340
01990_drop_orbit_left_72_seed40990,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01990_drop_orbit_left_72_seed40990,drop,orbit_left_72,40990
01769_drop_orbit_left_72_seed40769,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01769_drop_orbit_left_72_seed40769,drop,orbit_left_72,40769
02558_collision_orbit_right_64_seed41558,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02558_collision_orbit_right_64_seed41558,collision,orbit_right_64,41558
03528_roll_orbit_right_60_seed42528,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03528_roll_orbit_right_60_seed42528,roll,orbit_right_60,42528
02978_collision_orbit_right_64_seed41978,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02978_collision_orbit_right_64_seed41978,collision,orbit_right_64,41978
02731_collision_strafe_left_180_seed41731,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02731_collision_strafe_left_180_seed41731,collision,strafe_left_180,41731
02379_collision_strafe_left_180_seed41379,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02379_collision_strafe_left_180_seed41379,collision,strafe_left_180,41379
03799_roll_orbit_right_60_seed42799,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03799_roll_orbit_right_60_seed42799,roll,orbit_right_60,42799
03284_collision_orbit_right_64_seed42284,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03284_collision_orbit_right_64_seed42284,collision,orbit_right_64,42284
03455_roll_orbit_right_60_seed42455,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03455_roll_orbit_right_60_seed42455,roll,orbit_right_60,42455
01257_drop_orbit_left_72_seed40257,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01257_drop_orbit_left_72_seed40257,drop,orbit_left_72,40257
01380_drop_orbit_left_72_seed40380,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01380_drop_orbit_left_72_seed40380,drop,orbit_left_72,40380
03163_collision_strafe_left_180_seed42163,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03163_collision_strafe_left_180_seed42163,collision,strafe_left_180,42163
04329_containment_orbit_left_44_seed43329,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/04329_containment_orbit_left_44_seed43329,containment,orbit_left_44,43329
02013_drop_orbit_left_72_seed41013,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02013_drop_orbit_left_72_seed41013,drop,orbit_left_72,41013
01943_drop_orbit_left_72_seed40943,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01943_drop_orbit_left_72_seed40943,drop,orbit_left_72,40943
02367_collision_strafe_left_180_seed41367,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02367_collision_strafe_left_180_seed41367,collision,strafe_left_180,41367
04318_containment_orbit_left_44_seed43318,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/04318_containment_orbit_left_44_seed43318,containment,orbit_left_44,43318
02686_collision_orbit_right_64_seed41686,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02686_collision_orbit_right_64_seed41686,collision,orbit_right_64,41686
02378_collision_orbit_right_64_seed41378,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02378_collision_orbit_right_64_seed41378,collision,orbit_right_64,41378
02632_collision_orbit_right_64_seed41632,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02632_collision_orbit_right_64_seed41632,collision,orbit_right_64,41632
01591_drop_orbit_left_72_seed40591,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01591_drop_orbit_left_72_seed40591,drop,orbit_left_72,40591
01341_drop_orbit_left_72_seed40341,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01341_drop_orbit_left_72_seed40341,drop,orbit_left_72,40341
02981_collision_strafe_left_180_seed41981,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02981_collision_strafe_left_180_seed41981,collision,strafe_left_180,41981
01138_drop_orbit_left_72_seed40138,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01138_drop_orbit_left_72_seed40138,drop,orbit_left_72,40138
01285_drop_orbit_left_72_seed40285,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01285_drop_orbit_left_72_seed40285,drop,orbit_left_72,40285
02586_collision_orbit_right_64_seed41586,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02586_collision_orbit_right_64_seed41586,collision,orbit_right_64,41586
03310_collision_orbit_right_64_seed42310,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03310_collision_orbit_right_64_seed42310,collision,orbit_right_64,42310
03776_roll_orbit_right_60_seed42776,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03776_roll_orbit_right_60_seed42776,roll,orbit_right_60,42776
01850_drop_orbit_left_72_seed40850,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01850_drop_orbit_left_72_seed40850,drop,orbit_left_72,40850
02214_collision_orbit_right_64_seed41214,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02214_collision_orbit_right_64_seed41214,collision,orbit_right_64,41214
01262_drop_orbit_left_72_seed40262,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01262_drop_orbit_left_72_seed40262,drop,orbit_left_72,40262
01879_drop_orbit_left_72_seed40879,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01879_drop_orbit_left_72_seed40879,drop,orbit_left_72,40879
03576_roll_orbit_right_60_seed42576,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03576_roll_orbit_right_60_seed42576,roll,orbit_right_60,42576
02938_collision_orbit_right_64_seed41938,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02938_collision_orbit_right_64_seed41938,collision,orbit_right_64,41938
01100_drop_orbit_left_72_seed40100,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01100_drop_orbit_left_72_seed40100,drop,orbit_left_72,40100
02093_drop_orbit_left_72_seed41093,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02093_drop_orbit_left_72_seed41093,drop,orbit_left_72,41093
03918_roll_orbit_right_60_seed42918,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03918_roll_orbit_right_60_seed42918,roll,orbit_right_60,42918
02183_drop_orbit_left_72_seed41183,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02183_drop_orbit_left_72_seed41183,drop,orbit_left_72,41183
04361_containment_orbit_left_44_seed43361,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/04361_containment_orbit_left_44_seed43361,containment,orbit_left_44,43361
03867_roll_orbit_right_60_seed42867,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03867_roll_orbit_right_60_seed42867,roll,orbit_right_60,42867
03132_collision_orbit_right_64_seed42132,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03132_collision_orbit_right_64_seed42132,collision,orbit_right_64,42132
03071_collision_strafe_left_180_seed42071,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03071_collision_strafe_left_180_seed42071,collision,strafe_left_180,42071
03380_collision_orbit_right_64_seed42380,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03380_collision_orbit_right_64_seed42380,collision,orbit_right_64,42380
04205_containment_orbit_left_44_seed43205,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/04205_containment_orbit_left_44_seed43205,containment,orbit_left_44,43205
03286_collision_orbit_right_64_seed42286,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03286_collision_orbit_right_64_seed42286,collision,orbit_right_64,42286
02918_collision_orbit_right_64_seed41918,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02918_collision_orbit_right_64_seed41918,collision,orbit_right_64,41918
01762_drop_orbit_left_72_seed40762,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01762_drop_orbit_left_72_seed40762,drop,orbit_left_72,40762
03856_roll_orbit_right_60_seed42856,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03856_roll_orbit_right_60_seed42856,roll,orbit_right_60,42856
01444_drop_orbit_left_72_seed40444,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01444_drop_orbit_left_72_seed40444,drop,orbit_left_72,40444
01549_drop_orbit_left_72_seed40549,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01549_drop_orbit_left_72_seed40549,drop,orbit_left_72,40549
01578_drop_orbit_left_72_seed40578,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01578_drop_orbit_left_72_seed40578,drop,orbit_left_72,40578
01706_drop_orbit_left_72_seed40706,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01706_drop_orbit_left_72_seed40706,drop,orbit_left_72,40706
04389_containment_orbit_left_44_seed43389,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/04389_containment_orbit_left_44_seed43389,containment,orbit_left_44,43389
03174_collision_orbit_right_64_seed42174,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03174_collision_orbit_right_64_seed42174,collision,orbit_right_64,42174
02113_drop_orbit_left_72_seed41113,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02113_drop_orbit_left_72_seed41113,drop,orbit_left_72,41113
03100_collision_orbit_right_64_seed42100,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03100_collision_orbit_right_64_seed42100,collision,orbit_right_64,42100
01403_drop_orbit_left_72_seed40403,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01403_drop_orbit_left_72_seed40403,drop,orbit_left_72,40403
01504_drop_orbit_left_72_seed40504,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01504_drop_orbit_left_72_seed40504,drop,orbit_left_72,40504
03047_collision_strafe_left_180_seed42047,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03047_collision_strafe_left_180_seed42047,collision,strafe_left_180,42047
03453_roll_orbit_right_60_seed42453,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03453_roll_orbit_right_60_seed42453,roll,orbit_right_60,42453
02675_collision_strafe_left_180_seed41675,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02675_collision_strafe_left_180_seed41675,collision,strafe_left_180,41675
01037_drop_orbit_left_72_seed40037,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01037_drop_orbit_left_72_seed40037,drop,orbit_left_72,40037
01581_drop_orbit_left_72_seed40581,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01581_drop_orbit_left_72_seed40581,drop,orbit_left_72,40581
03291_collision_strafe_left_180_seed42291,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03291_collision_strafe_left_180_seed42291,collision,strafe_left_180,42291
01126_drop_orbit_left_72_seed40126,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01126_drop_orbit_left_72_seed40126,drop,orbit_left_72,40126
04096_roll_orbit_right_60_seed43096,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/04096_roll_orbit_right_60_seed43096,roll,orbit_right_60,43096
01598_drop_orbit_left_72_seed40598,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01598_drop_orbit_left_72_seed40598,drop,orbit_left_72,40598
02618_collision_orbit_right_64_seed41618,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02618_collision_orbit_right_64_seed41618,collision,orbit_right_64,41618
03702_roll_orbit_right_60_seed42702,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03702_roll_orbit_right_60_seed42702,roll,orbit_right_60,42702
02715_collision_strafe_left_180_seed41715,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02715_collision_strafe_left_180_seed41715,collision,strafe_left_180,41715
03472_roll_orbit_right_60_seed42472,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03472_roll_orbit_right_60_seed42472,roll,orbit_right_60,42472
02673_collision_strafe_left_180_seed41673,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02673_collision_strafe_left_180_seed41673,collision,strafe_left_180,41673
03741_roll_orbit_right_60_seed42741,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03741_roll_orbit_right_60_seed42741,roll,orbit_right_60,42741
02025_drop_orbit_left_72_seed41025,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02025_drop_orbit_left_72_seed41025,drop,orbit_left_72,41025
02380_collision_orbit_right_64_seed41380,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02380_collision_orbit_right_64_seed41380,collision,orbit_right_64,41380
04201_containment_orbit_left_44_seed43201,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/04201_containment_orbit_left_44_seed43201,containment,orbit_left_44,43201
03366_collision_orbit_right_64_seed42366,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03366_collision_orbit_right_64_seed42366,collision,orbit_right_64,42366
02596_collision_orbit_right_64_seed41596,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02596_collision_orbit_right_64_seed41596,collision,orbit_right_64,41596
04004_roll_orbit_right_60_seed43004,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/04004_roll_orbit_right_60_seed43004,roll,orbit_right_60,43004
03942_roll_orbit_right_60_seed42942,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03942_roll_orbit_right_60_seed42942,roll,orbit_right_60,42942
02311_collision_strafe_left_180_seed41311,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02311_collision_strafe_left_180_seed41311,collision,strafe_left_180,41311
04308_containment_orbit_left_44_seed43308,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/04308_containment_orbit_left_44_seed43308,containment,orbit_left_44,43308
02676_collision_orbit_right_64_seed41676,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02676_collision_orbit_right_64_seed41676,collision,orbit_right_64,41676
01163_drop_orbit_left_72_seed40163,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01163_drop_orbit_left_72_seed40163,drop,orbit_left_72,40163
01759_drop_orbit_left_72_seed40759,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01759_drop_orbit_left_72_seed40759,drop,orbit_left_72,40759
03889_roll_orbit_right_60_seed42889,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03889_roll_orbit_right_60_seed42889,roll,orbit_right_60,42889
03385_collision_strafe_left_180_seed42385,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03385_collision_strafe_left_180_seed42385,collision,strafe_left_180,42385
01771_drop_orbit_left_72_seed40771,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01771_drop_orbit_left_72_seed40771,drop,orbit_left_72,40771
03432_roll_orbit_right_60_seed42432,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03432_roll_orbit_right_60_seed42432,roll,orbit_right_60,42432
02666_collision_orbit_right_64_seed41666,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02666_collision_orbit_right_64_seed41666,collision,orbit_right_64,41666
01170_drop_orbit_left_72_seed40170,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01170_drop_orbit_left_72_seed40170,drop,orbit_left_72,40170
01742_drop_orbit_left_72_seed40742,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01742_drop_orbit_left_72_seed40742,drop,orbit_left_72,40742
03680_roll_orbit_right_60_seed42680,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03680_roll_orbit_right_60_seed42680,roll,orbit_right_60,42680
02116_drop_orbit_left_72_seed41116,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02116_drop_orbit_left_72_seed41116,drop,orbit_left_72,41116
01519_drop_orbit_left_72_seed40519,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01519_drop_orbit_left_72_seed40519,drop,orbit_left_72,40519
02172_drop_orbit_left_72_seed41172,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02172_drop_orbit_left_72_seed41172,drop,orbit_left_72,41172
01904_drop_orbit_left_72_seed40904,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01904_drop_orbit_left_72_seed40904,drop,orbit_left_72,40904
03350_collision_orbit_right_64_seed42350,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03350_collision_orbit_right_64_seed42350,collision,orbit_right_64,42350
03630_roll_orbit_right_60_seed42630,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03630_roll_orbit_right_60_seed42630,roll,orbit_right_60,42630
04222_containment_orbit_left_44_seed43222,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/04222_containment_orbit_left_44_seed43222,containment,orbit_left_44,43222
01056_drop_orbit_left_72_seed40056,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01056_drop_orbit_left_72_seed40056,drop,orbit_left_72,40056
02921_collision_strafe_left_180_seed41921,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02921_collision_strafe_left_180_seed41921,collision,strafe_left_180,41921
02102_drop_orbit_left_72_seed41102,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02102_drop_orbit_left_72_seed41102,drop,orbit_left_72,41102
03000_collision_orbit_right_64_seed42000,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03000_collision_orbit_right_64_seed42000,collision,orbit_right_64,42000
02576_collision_orbit_right_64_seed41576,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02576_collision_orbit_right_64_seed41576,collision,orbit_right_64,41576
02808_collision_orbit_right_64_seed41808,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02808_collision_orbit_right_64_seed41808,collision,orbit_right_64,41808
02315_collision_strafe_left_180_seed41315,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02315_collision_strafe_left_180_seed41315,collision,strafe_left_180,41315
02222_collision_orbit_right_64_seed41222,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02222_collision_orbit_right_64_seed41222,collision,orbit_right_64,41222
03990_roll_orbit_right_60_seed42990,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03990_roll_orbit_right_60_seed42990,roll,orbit_right_60,42990
02796_collision_orbit_right_64_seed41796,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02796_collision_orbit_right_64_seed41796,collision,orbit_right_64,41796
03358_collision_orbit_right_64_seed42358,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03358_collision_orbit_right_64_seed42358,collision,orbit_right_64,42358
02640_collision_orbit_right_64_seed41640,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02640_collision_orbit_right_64_seed41640,collision,orbit_right_64,41640
01977_drop_orbit_left_72_seed40977,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01977_drop_orbit_left_72_seed40977,drop,orbit_left_72,40977
03760_roll_orbit_right_60_seed42760,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03760_roll_orbit_right_60_seed42760,roll,orbit_right_60,42760
04248_containment_orbit_left_44_seed43248,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/04248_containment_orbit_left_44_seed43248,containment,orbit_left_44,43248
01187_drop_orbit_left_72_seed40187,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01187_drop_orbit_left_72_seed40187,drop,orbit_left_72,40187
03649_roll_orbit_right_60_seed42649,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03649_roll_orbit_right_60_seed42649,roll,orbit_right_60,42649
02346_collision_orbit_right_64_seed41346,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02346_collision_orbit_right_64_seed41346,collision,orbit_right_64,41346
03714_roll_orbit_right_60_seed42714,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03714_roll_orbit_right_60_seed42714,roll,orbit_right_60,42714
01345_drop_orbit_left_72_seed40345,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01345_drop_orbit_left_72_seed40345,drop,orbit_left_72,40345
02700_collision_orbit_right_64_seed41700,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02700_collision_orbit_right_64_seed41700,collision,orbit_right_64,41700
04295_containment_orbit_left_44_seed43295,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/04295_containment_orbit_left_44_seed43295,containment,orbit_left_44,43295
03069_collision_strafe_left_180_seed42069,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03069_collision_strafe_left_180_seed42069,collision,strafe_left_180,42069
01116_drop_orbit_left_72_seed40116,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01116_drop_orbit_left_72_seed40116,drop,orbit_left_72,40116
02169_drop_orbit_left_72_seed41169,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02169_drop_orbit_left_72_seed41169,drop,orbit_left_72,41169
03353_collision_strafe_left_180_seed42353,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03353_collision_strafe_left_180_seed42353,collision,strafe_left_180,42353
