pair_id,pair_type,pair_source,source_protocol,is_synthetic,is_rollout_derived,is_controlled_corruption,condition_id,sample_id,template,camera_motion,prefix_len,prediction_start_frame,prefix_video_path,winner_video_path,loser_video_path,prefix_exists,winner_exists,loser_exists,prefix_decodable,winner_decodable,loser_decodable,winner_source,loser_source,winner_reward,loser_reward,reward_margin,winner_quality,loser_quality,main_failure,failure_tags,affected_region,affected_time_span,affected_mask,corruption_type,codex_reviewed,written_reason,medium_hard,too_subtle,too_blurry,too_collapsed,too_similar,winner_bad,same_prefix,same_prompt,same_poses,same_intrinsics,loss_frame_indices_count,reward_frame_indices_count,localdpo_ready,time_mask_ready,diagnostic_only,trainable,in_ppt_subset,status,decision_reason,repair_method
v10_TypeM_047_04279_containment_orbit_left_44_seed43279_foreground_identity_color_shift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,04279_containment_orbit_left_44_seed43279,04279_containment_orbit_left_44_seed43279,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/04279_containment_orbit_left_44_seed43279/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/04279_containment_orbit_left_44_seed43279/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_047_04279_containment_orbit_left_44_seed43279_foreground_identity_color_shift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.62,0.38,,,foreground_identity_color_shift,foreground_identity_color_shift,"{""h"": 132, ""w"": 219, ""x"": 260, ""y"": 164}","[20, 67]",,foreground_identity_color_shift,True,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=122.0; sharpness_ratio=1.013929,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_048_04280_containment_orbit_left_44_seed43280_local_temporal_jump,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,04280_containment_orbit_left_44_seed43280,04280_containment_orbit_left_44_seed43280,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/04280_containment_orbit_left_44_seed43280/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/04280_containment_orbit_left_44_seed43280/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_048_04280_containment_orbit_left_44_seed43280_local_temporal_jump/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.714947,0.285053,,,local_temporal_jump,local_temporal_jump,"{""h"": 97, ""w"": 245, ""x"": 298, ""y"": 202}","[20, 67]",,local_temporal_jump,True,local_temporal_jump creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=74.0; sharpness_ratio=1.011401,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_049_04302_containment_orbit_left_44_seed43302_local_patch_freeze,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,04302_containment_orbit_left_44_seed43302,04302_containment_orbit_left_44_seed43302,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/04302_containment_orbit_left_44_seed43302/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/04302_containment_orbit_left_44_seed43302/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_049_04302_containment_orbit_left_44_seed43302_local_patch_freeze/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.726526,0.273474,,,local_patch_freeze,local_patch_freeze,"{""h"": 112, ""w"": 239, ""x"": 195, ""y"": 237}","[20, 67]",,local_patch_freeze,True,local_patch_freeze creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=69.0; sharpness_ratio=1.0,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_050_04339_containment_orbit_left_44_seed43339_local_patch_drift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,04339_containment_orbit_left_44_seed43339,04339_containment_orbit_left_44_seed43339,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/04339_containment_orbit_left_44_seed43339/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/04339_containment_orbit_left_44_seed43339/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_050_04339_containment_orbit_left_44_seed43339_local_patch_drift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.775158,0.224842,,,local_patch_drift,local_patch_drift,"{""h"": 153, ""w"": 228, ""x"": 380, ""y"": 134}","[20, 67]",,local_patch_drift,True,local_patch_drift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=48.0; sharpness_ratio=1.0,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_051_04342_containment_orbit_left_44_seed43342_foreground_identity_color_shift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,04342_containment_orbit_left_44_seed43342,04342_containment_orbit_left_44_seed43342,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/04342_containment_orbit_left_44_seed43342/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/04342_containment_orbit_left_44_seed43342/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_051_04342_containment_orbit_left_44_seed43342_foreground_identity_color_shift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.763579,0.236421,,,foreground_identity_color_shift,foreground_identity_color_shift,"{""h"": 152, ""w"": 202, ""x"": 410, ""y"": 165}","[20, 67]",,foreground_identity_color_shift,True,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=53.0; sharpness_ratio=1.040754,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_052_04346_containment_orbit_left_44_seed43346_local_temporal_jump,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,04346_containment_orbit_left_44_seed43346,04346_containment_orbit_left_44_seed43346,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/04346_containment_orbit_left_44_seed43346/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/04346_containment_orbit_left_44_seed43346/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_052_04346_containment_orbit_left_44_seed43346_local_temporal_jump/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.689474,0.310526,,,local_temporal_jump,local_temporal_jump,"{""h"": 99, ""w"": 209, ""x"": 326, ""y"": 264}","[20, 67]",,local_temporal_jump,True,local_temporal_jump creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=85.0; sharpness_ratio=1.010464,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_053_04351_containment_orbit_left_44_seed43351_local_patch_freeze,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,04351_containment_orbit_left_44_seed43351,04351_containment_orbit_left_44_seed43351,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/04351_containment_orbit_left_44_seed43351/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/04351_containment_orbit_left_44_seed43351/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_053_04351_containment_orbit_left_44_seed43351_local_patch_freeze/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.624632,0.375368,,,local_patch_freeze,local_patch_freeze,"{""h"": 106, ""w"": 210, ""x"": 222, ""y"": 217}","[20, 67]",,local_patch_freeze,True,local_patch_freeze creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=113.0; sharpness_ratio=1.0,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,True,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_054_04355_containment_orbit_left_44_seed43355_local_patch_drift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,04355_containment_orbit_left_44_seed43355,04355_containment_orbit_left_44_seed43355,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/04355_containment_orbit_left_44_seed43355/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/04355_containment_orbit_left_44_seed43355/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_054_04355_containment_orbit_left_44_seed43355_local_patch_drift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.691789,0.308211,,,local_patch_drift,local_patch_drift,"{""h"": 118, ""w"": 216, ""x"": 191, ""y"": 104}","[20, 67]",,local_patch_drift,True,local_patch_drift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=84.0; sharpness_ratio=1.076183,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_055_04357_containment_orbit_left_44_seed43357_foreground_identity_color_shift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,04357_containment_orbit_left_44_seed43357,04357_containment_orbit_left_44_seed43357,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/04357_containment_orbit_left_44_seed43357/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/04357_containment_orbit_left_44_seed43357/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_055_04357_containment_orbit_left_44_seed43357_foreground_identity_color_shift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.782105,0.217895,,,foreground_identity_color_shift,foreground_identity_color_shift,"{""h"": 135, ""w"": 230, ""x"": 310, ""y"": 171}","[20, 67]",,foreground_identity_color_shift,True,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=45.0; sharpness_ratio=1.059029,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_056_04358_containment_orbit_left_44_seed43358_local_temporal_jump,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,04358_containment_orbit_left_44_seed43358,04358_containment_orbit_left_44_seed43358,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/04358_containment_orbit_left_44_seed43358/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/04358_containment_orbit_left_44_seed43358/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_056_04358_containment_orbit_left_44_seed43358_local_temporal_jump/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.721895,0.278105,,,local_temporal_jump,local_temporal_jump,"{""h"": 103, ""w"": 232, ""x"": 233, ""y"": 123}","[20, 67]",,local_temporal_jump,True,local_temporal_jump creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=71.0; sharpness_ratio=1.0,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_057_prefix5_anchored_1279c3b65a6d9e_object_identity_change_local_patch_freeze,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,prefix5_anchored_1279c3b65a6d9e_object_identity_change,prefix5_anchored_1279c3b65a6d9e_object_identity_change,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/prefix5_anchored_1279c3b65a6d9e_object_identity_change/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_057_prefix5_anchored_1279c3b65a6d9e_object_identity_change_local_patch_freeze/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.802947,0.197053,,,local_patch_freeze,local_patch_freeze,"{""h"": 111, ""w"": 232, ""x"": 362, ""y"": 246}","[20, 67]",,local_patch_freeze,True,local_patch_freeze creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=36.0; sharpness_ratio=1.0,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_058_prefix5_anchored_29df7c5cf94c4b_reobserve_mismatch_local_patch_drift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,prefix5_anchored_29df7c5cf94c4b_reobserve_mismatch,prefix5_anchored_29df7c5cf94c4b_reobserve_mismatch,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/prefix5_anchored_29df7c5cf94c4b_reobserve_mismatch/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_058_prefix5_anchored_29df7c5cf94c4b_reobserve_mismatch_local_patch_drift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.710316,0.289684,,,local_patch_drift,local_patch_drift,"{""h"": 96, ""w"": 211, ""x"": 268, ""y"": 191}","[20, 67]",,local_patch_drift,True,local_patch_drift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=76.0; sharpness_ratio=1.005913,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_059_prefix5_anchored_95981b8f74bed0_background_drift_foreground_identity_color_shift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,prefix5_anchored_95981b8f74bed0_background_drift,prefix5_anchored_95981b8f74bed0_background_drift,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/prefix5_anchored_95981b8f74bed0_background_drift/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_059_prefix5_anchored_95981b8f74bed0_background_drift_foreground_identity_color_shift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.714947,0.285053,,,foreground_identity_color_shift,foreground_identity_color_shift,"{""h"": 142, ""w"": 211, ""x"": 401, ""y"": 162}","[20, 67]",,foreground_identity_color_shift,True,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=74.0; sharpness_ratio=1.005252,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_060_prefix5_anchored_d744c2d6f264ba_object_deformation_local_temporal_jump,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,prefix5_anchored_d744c2d6f264ba_object_deformation,prefix5_anchored_d744c2d6f264ba_object_deformation,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/prefix5_anchored_d744c2d6f264ba_object_deformation/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_060_prefix5_anchored_d744c2d6f264ba_object_deformation_local_temporal_jump/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.710316,0.289684,,,local_temporal_jump,local_temporal_jump,"{""h"": 96, ""w"": 219, ""x"": 285, ""y"": 205}","[20, 67]",,local_temporal_jump,True,local_temporal_jump creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=76.0; sharpness_ratio=1.0,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_061_prefix5_anchored_d86ae2fb1d25b2_freeze_foreground_local_patch_freeze,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,prefix5_anchored_d86ae2fb1d25b2_freeze_foreground,prefix5_anchored_d86ae2fb1d25b2_freeze_foreground,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/prefix5_anchored_d86ae2fb1d25b2_freeze_foreground/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_061_prefix5_anchored_d86ae2fb1d25b2_freeze_foreground_local_patch_freeze/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.779789,0.220211,,,local_patch_freeze,local_patch_freeze,"{""h"": 108, ""w"": 234, ""x"": 369, ""y"": 182}","[20, 67]",,local_patch_freeze,True,local_patch_freeze creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=46.0; sharpness_ratio=1.002144,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_062_prefix5_anchored_dc458b2cf487d8_wrong_camera_motion_local_patch_drift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,prefix5_anchored_dc458b2cf487d8_wrong_camera_motion,prefix5_anchored_dc458b2cf487d8_wrong_camera_motion,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/prefix5_anchored_dc458b2cf487d8_wrong_camera_motion/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_062_prefix5_anchored_dc458b2cf487d8_wrong_camera_motion_local_patch_drift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.779789,0.220211,,,local_patch_drift,local_patch_drift,"{""h"": 115, ""w"": 180, ""x"": 397, ""y"": 233}","[20, 67]",,local_patch_drift,True,local_patch_drift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=46.0; sharpness_ratio=1.0,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_063_v6_04204_containment_orbit_left_44_seed43204_foreground_identity_color_shift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,v6_04204_containment_orbit_left_44_seed43204,v6_04204_containment_orbit_left_44_seed43204,containment,orbit_left_44,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/v6_04204_containment_orbit_left_44_seed43204/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/04204_containment_orbit_left_44_seed43204/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_063_v6_04204_containment_orbit_left_44_seed43204_foreground_identity_color_shift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.714947,0.285053,,,foreground_identity_color_shift,foreground_identity_color_shift,"{""h"": 127, ""w"": 195, ""x"": 409, ""y"": 160}","[20, 67]",,foreground_identity_color_shift,True,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=74.0; sharpness_ratio=1.0,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_064_01002_drop_orbit_left_72_seed40002_local_temporal_jump,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,01002_drop_orbit_left_72_seed40002,01002_drop_orbit_left_72_seed40002,drop,orbit_left_72,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/01002_drop_orbit_left_72_seed40002/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/01002_drop_orbit_left_72_seed40002/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_064_01002_drop_orbit_left_72_seed40002_local_temporal_jump/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.62,0.38,,,local_temporal_jump,local_temporal_jump,"{""h"": 133, ""w"": 231, ""x"": 205, ""y"": 184}","[20, 67]",,local_temporal_jump,True,local_temporal_jump creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=117.0; sharpness_ratio=1.188245,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_065_01008_drop_orbit_left_72_seed40008_local_patch_freeze,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,01008_drop_orbit_left_72_seed40008,01008_drop_orbit_left_72_seed40008,drop,orbit_left_72,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/01008_drop_orbit_left_72_seed40008/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/01008_drop_orbit_left_72_seed40008/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_065_01008_drop_orbit_left_72_seed40008_local_patch_freeze/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.694105,0.305895,,,local_patch_freeze,local_patch_freeze,"{""h"": 99, ""w"": 198, ""x"": 363, ""y"": 234}","[20, 67]",,local_patch_freeze,True,local_patch_freeze creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=83.0; sharpness_ratio=1.01247,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_066_01013_drop_orbit_left_72_seed40013_local_patch_drift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,01013_drop_orbit_left_72_seed40013,01013_drop_orbit_left_72_seed40013,drop,orbit_left_72,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/01013_drop_orbit_left_72_seed40013/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/01013_drop_orbit_left_72_seed40013/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_066_01013_drop_orbit_left_72_seed40013_local_patch_drift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.62,0.38,,,local_patch_drift,local_patch_drift,"{""h"": 140, ""w"": 202, ""x"": 414, ""y"": 193}","[20, 67]",,local_patch_drift,True,local_patch_drift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=131.0; sharpness_ratio=1.025624,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,01014_drop_orbit_left_72_seed40014,01014_drop_orbit_left_72_seed40014,drop,orbit_left_72,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/01014_drop_orbit_left_72_seed40014/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/01014_drop_orbit_left_72_seed40014/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_067_01014_drop_orbit_left_72_seed40014_foreground_identity_color_shift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.624632,0.375368,,,foreground_identity_color_shift,foreground_identity_color_shift,"{""h"": 126, ""w"": 219, ""x"": 361, ""y"": 194}","[20, 67]",,foreground_identity_color_shift,True,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=113.0; sharpness_ratio=0.995469,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_069_01029_drop_orbit_left_72_seed40029_local_patch_freeze,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,01029_drop_orbit_left_72_seed40029,01029_drop_orbit_left_72_seed40029,drop,orbit_left_72,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/01029_drop_orbit_left_72_seed40029/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/01029_drop_orbit_left_72_seed40029/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_069_01029_drop_orbit_left_72_seed40029_local_patch_freeze/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.647789,0.352211,,,local_patch_freeze,local_patch_freeze,"{""h"": 144, ""w"": 170, ""x"": 431, ""y"": 211}","[20, 67]",,local_patch_freeze,True,local_patch_freeze creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=103.0; sharpness_ratio=1.035554,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_070_01032_drop_orbit_left_72_seed40032_local_patch_drift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,01032_drop_orbit_left_72_seed40032,01032_drop_orbit_left_72_seed40032,drop,orbit_left_72,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/01032_drop_orbit_left_72_seed40032/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/01032_drop_orbit_left_72_seed40032/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_070_01032_drop_orbit_left_72_seed40032_local_patch_drift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.814526,0.185474,,,local_patch_drift,local_patch_drift,"{""h"": 133, ""w"": 227, ""x"": 370, ""y"": 119}","[20, 67]",,local_patch_drift,True,local_patch_drift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=31.0; sharpness_ratio=1.103276,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
