sample_id,model_key,checkpoint,template,camera_motion,background_stability,camera_following,foreground_identity,object_deformation,physical_event,reobserve,freeze,visual_quality,sharpness_ok,too_blurry,too_collapsed,too_similar_to_winner,medium_hard_loser_candidate,failure_tags,written_reason,existing_typeB_gate_pass,existing_reject_reasons,video_path,contact_sheet_path
02222_collision_orbit_right_64_seed41222,A_camera_r4,step100,collision,orbit_right_64,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step100/videos/02222_collision_orbit_right_64_seed41222_A_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step100/contact_sheets/A_step100_02222_collision_orbit_right_64_seed41222.jpg
02226_collision_orbit_right_64_seed41226,A_camera_r4,step100,collision,orbit_right_64,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step100/videos/02226_collision_orbit_right_64_seed41226_A_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step100/contact_sheets/A_step100_02226_collision_orbit_right_64_seed41226.jpg
04204_containment_orbit_left_44_seed43204,A_camera_r4,step100,containment,orbit_left_44,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step100/videos/04204_containment_orbit_left_44_seed43204_A_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step100/contact_sheets/A_step100_04204_containment_orbit_left_44_seed43204.jpg
04209_containment_orbit_left_44_seed43209,A_camera_r4,step100,containment,orbit_left_44,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step100/videos/04209_containment_orbit_left_44_seed43209_A_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step100/contact_sheets/A_step100_04209_containment_orbit_left_44_seed43209.jpg
04214_containment_orbit_left_44_seed43214,A_camera_r4,step100,containment,orbit_left_44,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step100/videos/04214_containment_orbit_left_44_seed43214_A_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step100/contact_sheets/A_step100_04214_containment_orbit_left_44_seed43214.jpg
04228_containment_orbit_left_44_seed43228,A_camera_r4,step100,containment,orbit_left_44,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step100/videos/04228_containment_orbit_left_44_seed43228_A_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step100/contact_sheets/A_step100_04228_containment_orbit_left_44_seed43228.jpg
01002_drop_orbit_left_72_seed40002,A_camera_r4,step100,drop,orbit_left_72,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step100/videos/01002_drop_orbit_left_72_seed40002_A_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step100/contact_sheets/A_step100_01002_drop_orbit_left_72_seed40002.jpg
01008_drop_orbit_left_72_seed40008,A_camera_r4,step100,drop,orbit_left_72,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step100/videos/01008_drop_orbit_left_72_seed40008_A_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step100/contact_sheets/A_step100_01008_drop_orbit_left_72_seed40008.jpg
01013_drop_orbit_left_72_seed40013,A_camera_r4,step100,drop,orbit_left_72,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step100/videos/01013_drop_orbit_left_72_seed40013_A_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step100/contact_sheets/A_step100_01013_drop_orbit_left_72_seed40013.jpg
01014_drop_orbit_left_72_seed40014,A_camera_r4,step100,drop,orbit_left_72,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step100/videos/01014_drop_orbit_left_72_seed40014_A_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step100/contact_sheets/A_step100_01014_drop_orbit_left_72_seed40014.jpg
03409_roll_orbit_right_60_seed42409,A_camera_r4,step100,roll,orbit_right_60,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step100/videos/03409_roll_orbit_right_60_seed42409_A_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step100/contact_sheets/A_step100_03409_roll_orbit_right_60_seed42409.jpg
03410_roll_orbit_right_60_seed42410,A_camera_r4,step100,roll,orbit_right_60,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step100/videos/03410_roll_orbit_right_60_seed42410_A_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step100/contact_sheets/A_step100_03410_roll_orbit_right_60_seed42410.jpg
03413_roll_orbit_right_60_seed42413,A_camera_r4,step100,roll,orbit_right_60,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step100/videos/03413_roll_orbit_right_60_seed42413_A_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step100/contact_sheets/A_step100_03413_roll_orbit_right_60_seed42413.jpg
03418_roll_orbit_right_60_seed42418,A_camera_r4,step100,roll,orbit_right_60,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step100/videos/03418_roll_orbit_right_60_seed42418_A_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step100/contact_sheets/A_step100_03418_roll_orbit_right_60_seed42418.jpg
02200_collision_orbit_right_64_seed41200,B_camera_r8,step100,collision,orbit_right_64,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step100/videos/02200_collision_orbit_right_64_seed41200_B_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step100/contact_sheets/B_step100_02200_collision_orbit_right_64_seed41200.jpg
02202_collision_orbit_right_64_seed41202,B_camera_r8,step100,collision,orbit_right_64,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step100/videos/02202_collision_orbit_right_64_seed41202_B_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step100/contact_sheets/B_step100_02202_collision_orbit_right_64_seed41202.jpg
02222_collision_orbit_right_64_seed41222,B_camera_r8,step100,collision,orbit_right_64,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step100/videos/02222_collision_orbit_right_64_seed41222_B_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step100/contact_sheets/B_step100_02222_collision_orbit_right_64_seed41222.jpg
02226_collision_orbit_right_64_seed41226,B_camera_r8,step100,collision,orbit_right_64,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step100/videos/02226_collision_orbit_right_64_seed41226_B_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step100/contact_sheets/B_step100_02226_collision_orbit_right_64_seed41226.jpg
04204_containment_orbit_left_44_seed43204,B_camera_r8,step100,containment,orbit_left_44,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step100/videos/04204_containment_orbit_left_44_seed43204_B_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step100/contact_sheets/B_step100_04204_containment_orbit_left_44_seed43204.jpg
04209_containment_orbit_left_44_seed43209,B_camera_r8,step100,containment,orbit_left_44,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step100/videos/04209_containment_orbit_left_44_seed43209_B_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step100/contact_sheets/B_step100_04209_containment_orbit_left_44_seed43209.jpg
04214_containment_orbit_left_44_seed43214,B_camera_r8,step100,containment,orbit_left_44,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step100/videos/04214_containment_orbit_left_44_seed43214_B_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step100/contact_sheets/B_step100_04214_containment_orbit_left_44_seed43214.jpg
04228_containment_orbit_left_44_seed43228,B_camera_r8,step100,containment,orbit_left_44,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step100/videos/04228_containment_orbit_left_44_seed43228_B_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step100/contact_sheets/B_step100_04228_containment_orbit_left_44_seed43228.jpg
01002_drop_orbit_left_72_seed40002,B_camera_r8,step100,drop,orbit_left_72,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step100/videos/01002_drop_orbit_left_72_seed40002_B_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step100/contact_sheets/B_step100_01002_drop_orbit_left_72_seed40002.jpg
01008_drop_orbit_left_72_seed40008,B_camera_r8,step100,drop,orbit_left_72,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step100/videos/01008_drop_orbit_left_72_seed40008_B_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step100/contact_sheets/B_step100_01008_drop_orbit_left_72_seed40008.jpg
01013_drop_orbit_left_72_seed40013,B_camera_r8,step100,drop,orbit_left_72,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step100/videos/01013_drop_orbit_left_72_seed40013_B_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step100/contact_sheets/B_step100_01013_drop_orbit_left_72_seed40013.jpg
01014_drop_orbit_left_72_seed40014,B_camera_r8,step100,drop,orbit_left_72,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step100/videos/01014_drop_orbit_left_72_seed40014_B_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step100/contact_sheets/B_step100_01014_drop_orbit_left_72_seed40014.jpg
03409_roll_orbit_right_60_seed42409,B_camera_r8,step100,roll,orbit_right_60,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step100/videos/03409_roll_orbit_right_60_seed42409_B_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step100/contact_sheets/B_step100_03409_roll_orbit_right_60_seed42409.jpg
03410_roll_orbit_right_60_seed42410,B_camera_r8,step100,roll,orbit_right_60,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step100/videos/03410_roll_orbit_right_60_seed42410_B_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step100/contact_sheets/B_step100_03410_roll_orbit_right_60_seed42410.jpg
03413_roll_orbit_right_60_seed42413,B_camera_r8,step100,roll,orbit_right_60,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step100/videos/03413_roll_orbit_right_60_seed42413_B_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step100/contact_sheets/B_step100_03413_roll_orbit_right_60_seed42413.jpg
03418_roll_orbit_right_60_seed42418,B_camera_r8,step100,roll,orbit_right_60,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step100/videos/03418_roll_orbit_right_60_seed42418_B_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step100/contact_sheets/B_step100_03418_roll_orbit_right_60_seed42418.jpg
02200_collision_orbit_right_64_seed41200,C_camera_self_temporal_r4,step100,collision,orbit_right_64,2,1,1,1,2,1,0,2,no,yes,no,no,no,object_deform;event_missing;foreground_identity_loss,Existing candidate_generator_v2 gate failed for this row; Codex inspected C overview this round. best exploratory loser-source scope; keeps readable video while showing more foreground/physical-event failure,false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/C_step100/videos/02200_collision_orbit_right_64_seed41200_C_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/C_step100/contact_sheets/C_step100_02200_collision_orbit_right_64_seed41200.jpg
02202_collision_orbit_right_64_seed41202,C_camera_self_temporal_r4,step100,collision,orbit_right_64,2,1,1,1,2,1,0,2,yes,no,no,no,no,object_deform;event_missing;foreground_identity_loss,Existing candidate_generator_v2 gate failed for this row; Codex inspected C overview this round. best exploratory loser-source scope; keeps readable video while showing more foreground/physical-event failure,false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/C_step100/videos/02202_collision_orbit_right_64_seed41202_C_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/C_step100/contact_sheets/C_step100_02202_collision_orbit_right_64_seed41202.jpg
02222_collision_orbit_right_64_seed41222,C_camera_self_temporal_r4,step100,collision,orbit_right_64,2,1,1,1,2,1,0,2,no,yes,no,no,no,object_deform;event_missing;foreground_identity_loss,Existing candidate_generator_v2 gate failed for this row; Codex inspected C overview this round. best exploratory loser-source scope; keeps readable video while showing more foreground/physical-event failure,false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/C_step100/videos/02222_collision_orbit_right_64_seed41222_C_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/C_step100/contact_sheets/C_step100_02222_collision_orbit_right_64_seed41222.jpg
02226_collision_orbit_right_64_seed41226,C_camera_self_temporal_r4,step100,collision,orbit_right_64,2,1,1,1,2,1,0,2,no,yes,no,no,no,object_deform;event_missing;foreground_identity_loss,Existing candidate_generator_v2 gate failed for this row; Codex inspected C overview this round. best exploratory loser-source scope; keeps readable video while showing more foreground/physical-event failure,false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/C_step100/videos/02226_collision_orbit_right_64_seed41226_C_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/C_step100/contact_sheets/C_step100_02226_collision_orbit_right_64_seed41226.jpg
04204_containment_orbit_left_44_seed43204,C_camera_self_temporal_r4,step100,containment,orbit_left_44,2,1,1,1,2,1,0,2,yes,no,no,no,no,object_deform;event_missing;foreground_identity_loss,Existing candidate_generator_v2 gate failed for this row; Codex inspected C overview this round. best exploratory loser-source scope; keeps readable video while showing more foreground/physical-event failure,false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/C_step100/videos/04204_containment_orbit_left_44_seed43204_C_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/C_step100/contact_sheets/C_step100_04204_containment_orbit_left_44_seed43204.jpg
04209_containment_orbit_left_44_seed43209,C_camera_self_temporal_r4,step100,containment,orbit_left_44,2,1,1,1,2,1,0,2,no,yes,no,no,no,object_deform;event_missing;foreground_identity_loss,Existing candidate_generator_v2 gate failed for this row; Codex inspected C overview this round. best exploratory loser-source scope; keeps readable video while showing more foreground/physical-event failure,false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/C_step100/videos/04209_containment_orbit_left_44_seed43209_C_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/C_step100/contact_sheets/C_step100_04209_containment_orbit_left_44_seed43209.jpg
04214_containment_orbit_left_44_seed43214,C_camera_self_temporal_r4,step100,containment,orbit_left_44,2,1,1,1,2,1,0,2,yes,no,no,no,no,object_deform;event_missing;foreground_identity_loss,Existing candidate_generator_v2 gate failed for this row; Codex inspected C overview this round. best exploratory loser-source scope; keeps readable video while showing more foreground/physical-event failure,false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/C_step100/videos/04214_containment_orbit_left_44_seed43214_C_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/C_step100/contact_sheets/C_step100_04214_containment_orbit_left_44_seed43214.jpg
04228_containment_orbit_left_44_seed43228,C_camera_self_temporal_r4,step100,containment,orbit_left_44,2,1,1,1,2,1,0,2,yes,no,no,no,no,object_deform;event_missing;foreground_identity_loss,Existing candidate_generator_v2 gate failed for this row; Codex inspected C overview this round. best exploratory loser-source scope; keeps readable video while showing more foreground/physical-event failure,false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/C_step100/videos/04228_containment_orbit_left_44_seed43228_C_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/C_step100/contact_sheets/C_step100_04228_containment_orbit_left_44_seed43228.jpg
01002_drop_orbit_left_72_seed40002,C_camera_self_temporal_r4,step100,drop,orbit_left_72,2,1,1,1,2,1,0,2,no,yes,no,no,no,object_deform;event_missing;foreground_identity_loss,Existing candidate_generator_v2 gate failed for this row; Codex inspected C overview this round. best exploratory loser-source scope; keeps readable video while showing more foreground/physical-event failure,false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/C_step100/videos/01002_drop_orbit_left_72_seed40002_C_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/C_step100/contact_sheets/C_step100_01002_drop_orbit_left_72_seed40002.jpg
01008_drop_orbit_left_72_seed40008,C_camera_self_temporal_r4,step100,drop,orbit_left_72,2,1,1,1,2,1,0,2,yes,no,no,no,no,object_deform;event_missing;foreground_identity_loss,Existing candidate_generator_v2 gate failed for this row; Codex inspected C overview this round. best exploratory loser-source scope; keeps readable video while showing more foreground/physical-event failure,false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/C_step100/videos/01008_drop_orbit_left_72_seed40008_C_step100.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/C_step100/contact_sheets/C_step100_01008_drop_orbit_left_72_seed40008.jpg
